Wall time,Step,Value
1597931220.467088,28684,37.20000076293945
1597931358.18784,54364,29.700000762939453
1597931479.482767,75233,36.5
1597931597.746852,96159,44.599998474121094
1597931720.344666,116798,38.29999923706055
1597931854.561033,138814,41.900001525878906
1597931983.238108,160715,46.79999923706055
1597932107.589022,182954,42.400001525878906
1597932241.361398,205681,42.900001525878906
1597932371.084396,228949,52.29999923706055
1597932505.285607,252318,37.20000076293945
1597932644.458126,275418,48.79999923706055
1597932779.700785,298748,45.29999923706055
1597932910.791999,322252,47.400001525878906
1597933050.95846,346148,47.400001525878906
1597933186.769962,370363,56.0
1597933338.973426,394634,51.79999923706055
1597933478.259117,419666,54.29999923706055
1597933618.373969,443556,54.5
1597933755.094164,468434,50.0
1597933900.993401,493785,53.599998474121094
1597934039.399376,519015,54.20000076293945
1597934194.894238,544151,50.0
1597934342.165251,570910,46.400001525878906
1597934488.636931,596157,56.900001525878906
1597934629.732173,621687,46.400001525878906
1597934778.634579,647123,51.29999923706055
1597934938.745599,674180,70.5
1597935098.620913,701841,73.0
1597935250.703697,728675,50.0
1597935405.996681,755406,59.20000076293945
1597935557.593464,782726,65.4000015258789
1597935731.603939,810926,68.0999984741211
1597935888.254588,838914,74.30000305175781
1597936048.183766,866249,56.20000076293945
1597936206.542662,894612,74.0999984741211
1597936380.315587,922843,55.5
1597936534.315241,950500,69.80000305175781
1597936693.214124,977770,60.70000076293945
1597936849.456938,1005318,69.4000015258789
1597937010.990636,1032830,63.79999923706055
1597937181.477345,1061271,67.30000305175781
1597937344.247974,1089291,61.0
1597937506.212561,1117868,84.80000305175781
1597937670.558194,1146632,69.5999984741211
1597937825.029839,1174743,61.599998474121094
1597937992.864885,1202586,60.099998474121094
1597938149.288263,1230905,93.9000015258789
1597938314.61749,1258816,78.9000015258789
1597938474.677558,1287340,61.900001525878906
1597938646.464479,1315944,59.29999923706055
1597938801.654251,1344503,56.0
1597938965.464285,1373543,72.0999984741211
1597939117.203002,1401694,73.0
1597939277.564509,1430721,62.29999923706055
1597939442.876453,1459797,44.400001525878906
1597939611.402549,1489029,55.79999923706055
1597939766.368062,1517541,49.20000076293945
1597939927.678944,1546480,72.0999984741211
1597940090.986534,1575279,65.9000015258789
1597940249.537899,1603996,68.0999984741211
1597940404.794331,1633201,67.0
1597940567.162391,1662608,79.5999984741211
1597940724.526295,1692332,52.400001525878906
1597940899.279283,1722388,66.80000305175781
1597941057.602125,1752388,64.19999694824219
1597941214.156059,1781018,60.29999923706055
1597941366.110445,1809953,66.0
1597941537.861777,1839088,75.5
1597941691.143317,1867887,67.5
1597941853.913274,1897082,65.5
1597942008.514621,1926365,77.4000015258789
1597942168.139322,1955418,65.9000015258789
1597942336.188327,1985841,68.9000015258789
1597942502.159748,2016322,77.69999694824219
1597942660.362986,2046902,73.0
1597942820.047084,2075769,72.5
1597942996.66742,2106828,76.80000305175781
1597943167.437444,2137855,62.099998474121094
1597943322.889311,2167659,63.70000076293945
1597943488.740879,2197815,77.4000015258789
1597943654.610163,2227732,67.19999694824219
1597943819.932804,2257820,67.0
1597943976.705411,2287711,74.69999694824219
1597944138.606949,2316959,67.19999694824219
1597944295.906791,2346301,66.4000015258789
1597944480.399984,2376317,71.0
1597944648.070636,2406205,65.9000015258789
