Wall time,Step,Value
1597944825.266323,2436388,81.4000015258789
1597944993.537769,2466210,47.400001525878906
1597945183.613738,2497310,53.599998474121094
1597945350.433179,2526877,57.29999923706055
1597945532.091891,2557877,47.900001525878906
1597945708.102996,2589126,62.29999923706055
1597945897.310917,2619341,63.20000076293945
1597946064.234016,2648913,81.69999694824219
1597946240.872119,2678700,79.19999694824219
1597946412.952213,2708755,81.30000305175781
1597946592.937638,2739598,85.30000305175781
1597946777.665922,2771121,76.30000305175781
1597946963.9075,2802050,71.5
1597947133.806266,2832409,66.19999694824219
1597947316.747765,2863628,66.4000015258789
1597947501.192844,2894648,70.9000015258789
1597947679.761499,2925600,65.19999694824219
1597947854.876044,2957373,72.30000305175781
1597948026.683233,2987673,59.70000076293945
1597948200.577837,3018053,50.599998474121094
1597948372.376018,3049160,74.19999694824219
1597948527.126756,3078152,93.0
1597948692.616968,3108116,60.400001525878906
1597948857.212289,3137503,64.0
1597949022.377301,3167586,67.4000015258789
1597949182.629918,3198240,83.69999694824219
1597949349.125404,3228847,70.30000305175781
1597949510.102614,3259689,75.0
1597949685.686312,3289799,59.70000076293945
1597949845.920919,3320086,67.80000305175781
1597950014.508137,3350706,65.69999694824219
1597950175.142202,3381212,72.4000015258789
1597950354.505164,3412063,86.9000015258789
1597950518.539001,3443493,82.69999694824219
1597950685.362545,3474096,66.19999694824219
1597950850.166957,3505730,85.9000015258789
1597951029.851019,3536534,85.5999984741211
1597951192.658309,3567154,63.79999923706055
1597951363.146171,3597881,61.79999923706055
1597951523.940281,3627877,64.19999694824219
1597951691.986187,3657937,70.80000305175781
1597951861.337924,3687363,77.19999694824219
1597952032.073774,3717747,67.9000015258789
1597952200.327292,3748439,88.80000305175781
1597952376.684253,3779974,70.0
1597952552.42711,3810829,76.9000015258789
1597952721.681492,3841425,84.4000015258789
1597952886.868556,3872689,82.4000015258789
1597953058.118509,3903495,77.19999694824219
1597953233.860954,3935387,65.80000305175781
1597953403.994743,3966378,74.9000015258789
1597953566.527464,3996863,81.19999694824219
1597953737.944494,4027445,77.0999984741211
1597953909.038989,4057349,62.400001525878906
1597954077.31574,4087307,55.70000076293945
1597954239.199599,4117726,99.9000015258789
1597954409.315786,4148394,82.80000305175781
1597954579.482989,4180206,69.19999694824219
1597954763.672643,4211060,69.9000015258789
1597954925.65274,4241452,66.9000015258789
1597955097.166741,4272131,62.79999923706055
1597955261.053916,4303059,70.5
1597955443.503504,4334495,79.69999694824219
1597955610.279682,4365934,70.5999984741211
1597955778.409615,4396602,82.5
1597955942.434573,4427629,65.30000305175781
1597956127.870128,4459112,79.69999694824219
1597956290.25983,4489806,65.5
1597956454.602665,4519490,66.19999694824219
1597956613.793661,4549582,59.29999923706055
1597956790.879373,4580001,79.69999694824219
1597956949.03607,4610179,76.0999984741211
1597957115.74915,4640447,77.80000305175781
1597957278.336117,4671445,72.9000015258789
1597957445.340662,4701877,56.099998474121094
1597957609.242316,4731133,45.900001525878906
1597957772.27895,4761053,63.900001525878906
1597957932.480747,4791685,88.0
1597958097.281443,4821821,78.80000305175781
1597958270.424074,4852395,71.4000015258789
1597958437.198829,4882453,78.69999694824219
1597958596.594572,4913013,71.0
1597958762.93503,4943452,88.0
1597958932.314322,4973880,81.69999694824219
1597959109.084762,5004972,72.4000015258789
1597959282.782419,5036856,87.5
1597959460.344308,5068383,56.20000076293945
1597959643.477297,5100226,69.5999984741211
1597959821.2687,5132136,81.19999694824219
1597959991.200405,5163567,90.80000305175781
1597960169.798558,5195462,67.9000015258789
1597960338.181461,5226429,68.4000015258789
1597960520.165952,5256905,72.4000015258789
1597960691.795552,5288581,81.80000305175781
1597960869.55475,5320109,61.70000076293945
1597961037.173353,5351296,85.9000015258789
1597961218.737936,5381634,49.29999923706055
1597961377.679133,5411138,65.69999694824219
1597961544.299739,5440466,68.0
1597961709.170477,5470948,78.5
1597961891.291272,5501312,72.5999984741211
1597962058.481457,5531858,59.599998474121094
1597962238.181694,5563259,80.80000305175781
1597962410.252186,5594305,55.599998474121094
1597962599.349703,5624672,87.80000305175781
1597962767.332472,5654971,80.19999694824219
1597962940.475502,5685339,62.099998474121094
1597963114.629393,5717075,75.0999984741211
1597963292.445755,5748004,83.19999694824219
1597963471.799627,5778520,72.5
1597963652.34511,5809336,60.79999923706055
1597963825.988541,5840744,88.30000305175781
1597964007.560139,5871631,74.80000305175781
1597964191.218093,5902189,56.599998474121094
1597964371.031078,5933269,88.80000305175781
1597964546.575037,5964964,53.099998474121094
1597964725.935987,5996366,72.5
1597964907.800443,6027492,77.69999694824219
1597965081.159077,6057735,70.5999984741211
1597965252.785921,6088730,74.0999984741211
1597965427.277991,6119096,74.19999694824219
1597965611.634255,6150745,85.0
1597965791.273577,6182098,70.19999694824219
1597965957.877259,6212383,75.80000305175781
1597966141.386174,6244002,60.599998474121094
1597966322.966597,6275096,76.69999694824219
1597966504.203146,6306543,76.5999984741211
1597966673.280902,6336890,61.5
1597966854.431347,6368200,91.5999984741211
1597967028.836679,6399560,75.19999694824219
1597967219.47769,6430410,56.70000076293945
1597967395.567482,6461933,66.5
1597967573.246599,6492719,56.29999923706055
1597967740.375573,6522906,82.5999984741211
1597967925.396928,6553221,68.30000305175781
1597968097.773471,6584225,73.5
1597968282.889026,6615851,75.5999984741211
1597968458.969868,6647307,91.5999984741211
1597968653.572405,6678406,73.0999984741211
1597968824.259191,6709290,81.19999694824219
1597969005.547485,6741061,80.30000305175781
1597969176.719349,6771940,87.0
1597969362.621328,6802259,71.0999984741211
1597969536.095554,6833594,62.900001525878906
1597969718.507651,6864877,69.0999984741211
1597969892.835306,6896241,69.0999984741211
1597970067.989961,6926590,62.400001525878906
1597970249.148067,6956342,69.9000015258789
1597970426.790975,6987006,72.5999984741211
1597970597.458083,7017536,79.69999694824219
1597970778.584972,7048615,66.9000015258789
1597970961.539466,7079291,61.20000076293945
1597971136.345395,7108691,70.5
1597971303.292523,7138186,82.5
1597971484.999545,7168856,63.79999923706055
1597971668.67959,7199521,75.0999984741211
1597971850.336972,7230201,73.9000015258789
1597972026.830283,7261324,52.5
1597972212.265542,7292881,84.80000305175781
1597972399.343488,7324445,51.599998474121094
1597972580.784883,7355033,80.0999984741211
1597972754.001649,7385456,63.099998474121094
1597972937.073887,7415495,75.5999984741211
1597973119.061779,7446731,81.4000015258789
1597973321.678028,7478310,63.099998474121094
1597973502.444409,7509310,63.400001525878906
1597973691.362965,7540517,79.69999694824219
1597973868.604525,7572308,97.19999694824219
1597974057.626593,7604304,77.0999984741211
1597974224.495666,7635632,72.5
1597974399.540966,7667128,69.5
1597974571.046109,7699530,81.80000305175781
1597974753.659554,7730758,68.5
1597974918.608456,7762131,81.0999984741211
1597975089.697422,7792958,67.9000015258789
1597975253.113764,7823884,72.30000305175781
1597975444.772894,7855325,63.400001525878906
1597975609.794403,7886859,65.0
1597975783.565576,7918883,83.19999694824219
1597975945.18151,7949651,59.20000076293945
1597976122.911032,7979953,69.19999694824219
1597976288.12743,8010603,74.80000305175781
1597976455.645188,8040788,58.79999923706055
1597976616.62694,8071411,75.0999984741211
1597976791.562643,8103409,80.19999694824219
1597976963.101906,8134237,86.69999694824219
1597977136.251864,8166075,63.900001525878906
1597977297.18352,8196641,85.5999984741211
1597977467.458177,8227885,78.80000305175781
1597977641.431377,8259272,80.69999694824219
1597977805.676761,8289262,70.0999984741211
1597977964.684065,8319813,63.79999923706055
1597978131.307224,8350651,68.4000015258789
1597978300.614395,8381081,71.69999694824219
1597978473.226577,8412961,80.0999984741211
1597978635.88557,8443896,70.0999984741211
1597978801.137366,8473738,49.5
1597978978.278133,8505469,72.0999984741211
1597979146.323809,8536248,64.9000015258789
1597979310.094283,8567671,73.9000015258789
1597979478.294766,8598291,86.9000015258789
1597979654.554461,8629903,75.5999984741211
1597979830.235952,8662422,81.30000305175781
1597979994.620654,8694096,64.30000305175781
1597980162.094317,8725003,73.9000015258789
1597980324.56164,8756333,78.5
1597980503.84141,8787516,68.5
1597980665.612258,8818959,56.900001525878906
1597980838.476505,8850441,54.599998474121094
1597981005.386091,8882737,77.19999694824219
1597981183.81288,8913919,67.30000305175781
1597981345.184425,8944901,59.29999923706055
1597981512.999744,8976053,76.69999694824219
1597981672.227094,9006517,55.70000076293945
1597981847.171174,9036740,83.0
1597982002.726221,9066459,52.0
1597982167.654537,9097023,70.9000015258789
1597982324.078383,9126925,87.5999984741211
1597982501.404656,9157257,89.4000015258789
1597982659.234323,9187457,76.5999984741211
1597982825.941748,9218523,69.4000015258789
1597982984.465738,9249005,64.80000305175781
1597983155.275128,9279957,75.5
1597983326.041979,9310803,88.4000015258789
1597983495.982037,9342262,66.80000305175781
1597983655.694869,9373040,58.70000076293945
1597983821.819297,9403572,67.4000015258789
1597983995.834349,9435335,70.5
1597984171.483337,9467870,90.30000305175781
1597984333.395354,9499093,67.80000305175781
1597984504.924444,9530859,81.30000305175781
1597984679.157296,9562335,70.80000305175781
1597984846.817603,9593145,71.0999984741211
1597985004.93143,9623382,87.0
1597985173.901465,9654445,70.0999984741211
1597985342.628317,9684839,71.9000015258789
1597985517.67846,9717099,78.80000305175781
1597985679.315577,9748223,64.30000305175781
1597985850.068955,9779955,62.900001525878906
1597986023.933283,9811922,90.69999694824219
1597986198.310906,9844323,70.5999984741211
1597986356.148629,9874885,76.5999984741211
1597986528.908716,9906994,81.5999984741211
1597986704.555429,9938622,67.0999984741211
1597986873.0149,9969782,50.5
