Wall time,Step,Value
1597839851.23227,62984,16.5
1597840180.319337,127987,31.100000381469727
1597840512.258117,188309,42.5
1597840827.610278,249033,31.0
1597841159.886265,308657,29.399999618530273
1597841473.819936,369297,33.5
1597841813.24572,429961,47.900001525878906
1597842140.798506,492692,28.0
1597842484.531382,554260,39.5
1597842812.179643,617104,43.0
1597843169.016734,681884,39.0
1597843501.894298,747315,48.400001525878906
1597843863.077101,813366,41.0
1597844210.881291,881562,41.900001525878906
1597844586.268019,949410,37.5
1597844947.787891,1020105,47.0
1597845337.188636,1091088,46.0
1597845727.284915,1166432,38.5
1597846137.28321,1240660,43.900001525878906
1597846535.866062,1315380,46.099998474121094
1597846943.146377,1390844,60.900001525878906
1597847350.607329,1467055,64.5
1597847778.521013,1545755,75.4000015258789
1597848195.829493,1623763,42.0
1597848629.296063,1702855,47.5
1597849048.907874,1781862,90.0999984741211
1597849490.048476,1860998,42.900001525878906
1597849902.044405,1939696,47.0
1597850349.157755,2019668,73.80000305175781
1597850776.379989,2099112,51.599998474121094
1597851212.561103,2180384,60.599998474121094
1597851641.896865,2262012,75.5999984741211
1597852069.243869,2342262,70.69999694824219
1597852500.48063,2424110,71.5
1597852938.815169,2504418,50.900001525878906
1597853355.728108,2585442,60.5
1597853794.421272,2665478,66.9000015258789
1597854214.674751,2746908,93.19999694824219
1597854652.515154,2826504,46.0
1597855073.831777,2906628,79.0
1597855505.602131,2987024,46.5
1597855925.546249,3067024,48.0
1597856354.59407,3146807,53.400001525878906
1597856783.544876,3229343,74.5
1597857222.096858,3310094,54.5
1597857631.321472,3389970,62.29999923706055
1597858072.466818,3470710,112.69999694824219
1597858490.880146,3550770,70.19999694824219
1597858919.150443,3631045,63.5
1597859343.75407,3712265,51.400001525878906
1597859776.700469,3792945,75.80000305175781
1597860191.208123,3871893,78.19999694824219
1597860628.23957,3952413,53.400001525878906
1597861041.534108,4033097,53.5
1597861472.991985,4112629,60.099998474121094
1597861884.621372,4193004,56.0
1597862327.112542,4274620,49.5
1597862757.329449,4356856,84.5999984741211
1597863188.538097,4437272,79.19999694824219
1597863615.555071,4518800,48.900001525878906
1597864051.337622,4597502,51.5
1597864469.541043,4679381,52.900001525878906
1597864912.790515,4760721,74.5
1597865332.199809,4842565,44.5
1597865781.259174,4924561,55.29999923706055
1597866208.295559,5005524,72.9000015258789
1597866648.918742,5087876,47.0
1597867078.916966,5169236,59.5
1597867546.176569,5253120,53.0
1597867975.786769,5335692,87.0
1597868427.859302,5417068,70.5
1597868863.209188,5500100,48.0
1597869319.207775,5583131,59.0
1597869758.902022,5665839,63.0
1597870204.521849,5748198,57.0
1597870645.84575,5830938,45.400001525878906
1597871095.223476,5912090,86.5999984741211
1597871525.514883,5994361,102.9000015258789
1597871986.214916,6076613,91.9000015258789
1597872414.654292,6159004,60.79999923706055
1597872877.980135,6242924,104.5999984741211
1597873316.397294,6325067,71.0
1597873766.911766,6407485,48.0
1597874220.024623,6492023,75.4000015258789
1597874691.882756,6575734,49.0
1597875140.587666,6659961,47.5
1597875594.987559,6740525,51.5
1597876054.649097,6824781,71.69999694824219
1597876529.906688,6909793,81.30000305175781
1597876981.712296,6993525,41.5
1597877452.688924,7078212,53.5
1597877897.420022,7160844,78.80000305175781
1597878375.502906,7245579,74.5999984741211
1597878808.791334,7327934,58.900001525878906
1597879270.648838,7410578,67.9000015258789
1597879729.678442,7495222,77.0999984741211
1597880196.422534,7579685,49.400001525878906
1597880652.415732,7664213,98.0999984741211
1597881119.52696,7747517,95.5
1597881553.08569,7829447,45.5
1597882014.750188,7911871,55.400001525878906
1597882448.500622,7994235,53.0
1597882923.062641,8078614,67.0999984741211
1597883370.551464,8160557,73.0
1597883820.373359,8242192,86.4000015258789
1597884271.917811,8325840,60.0
1597884727.497063,8407508,48.900001525878906
1597885179.423117,8493336,68.0
1597885651.514447,8577952,76.9000015258789
1597886106.406604,8662334,68.9000015258789
1597886570.26609,8747306,45.5
1597887018.514817,8830914,104.30000305175781
1597887486.142993,8915390,50.0
1597887925.615652,8997322,49.0
1597888391.773011,9080954,71.5999984741211
1597888831.338281,9164966,61.0
1597889319.465347,9251418,53.29999923706055
1597889759.973704,9334766,99.69999694824219
1597890210.166481,9418349,60.099998474121094
1597890649.368254,9501523,69.4000015258789
1597891102.604766,9584130,55.0
1597891529.31793,9666829,72.0
1597891983.307281,9749877,50.0
1597892409.113071,9832556,50.599998474121094
1597892855.70459,9914387,91.4000015258789
1597893292.002191,9997334,91.4000015258789
